A0JP70	XM_022463201.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469016.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469026.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469030.1
A2ASS6	XM_022469022.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469031.1
A2ASS6	XM_022468992.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469015.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022469027.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022469028.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468998.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469006.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469008.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022468996.1
A2ASS6	XM_022468997.1
A2ASS6	XM_022469001.1
A2ASS6	XM_022469002.1
A2ASS6	XM_022469009.1
A2ASS6	XM_022469010.1
A2ASS6	XM_022469012.1
A2ASS6	XM_022469013.1
A2ASS6	XM_022469021.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022468988.1
A2ASS6	XM_022468990.1
A2ASS6	XM_022468986.1
A2ASS6	XM_022468991.1
A2ASS6	XM_022468993.1
A2ASS6	XM_022468994.1
A2ASS6	XM_022468995.1
A2ASS6	XM_022468999.1
A2ASS6	XM_022469000.1
A2ASS6	XM_022469004.1
A2ASS6	XM_022469005.1
A2ASS6	XM_022469007.1
A2ASS6	XM_022469011.1
A2ASS6	XM_022469014.1
A2ASS6	XM_022468989.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469627.1
A2ASS6	XM_022469622.1
A2ASS6	XM_022469624.1
A2ASS6	XM_022469625.1
A2ASS6	XM_022469626.1
A2ASS6	XM_022469626.1
