A0NGI1	CGI_10010648	1e-31	TM234_ANOGA	reviewed	Transmembrane protein 234 homolog	AGAP012180	Anopheles gambiae (African malaria mosquito)	140		integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]	GO:0016021	CGI_10010648	scaffold1127	45024	45026	100	mRNA	43951	45586
P23913	CGI_10025955	1e-148	LBR_CHICK	reviewed	Lamin-B receptor	LBR	Gallus gallus (Chicken)	637	sterol biosynthetic process [GO:0016126]	integral component of nuclear inner membrane [GO:0005639]	DNA binding [GO:0003677]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]	integral component of nuclear inner membrane [GO:0005639]; DNA binding [GO:0003677]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]; sterol biosynthetic process [GO:0016126]	GO:0003677; GO:0005639; GO:0016126; GO:0016627; GO:0016628	CGI_10025955	scaffold334	629204	629206	100	mRNA	627021	650676
P24928	CGI_10021948	0.0	RPB1_HUMAN	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)	POLR2A POLR2	Homo sapiens (Human)	1970	7-methylguanosine mRNA capping [GO:0006370]; DNA-templated transcription, termination [GO:0006353]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of RNA splicing [GO:0033120]; positive regulation of viral transcription [GO:0050434]; regulation of gene silencing by miRNA [GO:0060964]; regulation of transcription, DNA-templated [GO:0006355]; RNA metabolic process [GO:0016070]; snRNA transcription from RNA polymerase II promoter [GO:0042795]; somatic stem cell population maintenance [GO:0035019]; transcription, DNA-templated [GO:0006351]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription from RNA polymerase II promoter [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]	DNA-directed RNA polymerase II, core complex [GO:0005665]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968]; ubiquitin protein ligase binding [GO:0031625]	DNA-directed RNA polymerase II, core complex [GO:0005665]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968]; ubiquitin protein ligase binding [GO:0031625]; 7-methylguanosine mRNA capping [GO:0006370]; DNA-templated transcription, termination [GO:0006353]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of RNA splicing [GO:0033120]; positive regulation of viral transcription [GO:0050434]; regulation of gene silencing by miRNA [GO:0060964]; regulation of transcription, DNA-templated [GO:0006355]; RNA metabolic process [GO:0016070]; snRNA transcription from RNA polymerase II promoter [GO:0042795]; somatic stem cell population maintenance [GO:0035019]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription from RNA polymerase II promoter [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription, DNA-templated [GO:0006351]; transcription-coupled nucleotide-excision repair [GO:0006283]	GO:0000398; GO:0003677; GO:0003723; GO:0003899; GO:0003968; GO:0005634; GO:0005654; GO:0005665; GO:0006283; GO:0006351; GO:0006353; GO:0006355; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0008543; GO:0016070; GO:0031625; GO:0033120; GO:0035019; GO:0042795; GO:0046872; GO:0050434; GO:0060964	CGI_10021948	scaffold1086	483745	483747	-100	mRNA	467526	495412
P25228	CGI_10021960	5e-133	RAB3_DROME	reviewed	Ras-related protein Rab-3	Rab3 CG7576	Drosophila melanogaster (Fruit fly)	220	cytoskeletal matrix organization at active zone [GO:0048789]; exocytosis [GO:0006887]; maintenance of presynaptic active zone structure [GO:0048790]; neurotransmitter secretion [GO:0007269]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; regulation of synaptic vesicle fusion to presynaptic active zone membrane [GO:0031630]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; presynaptic active zone [GO:0048786]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; vesicle [GO:0031982]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	cell junction [GO:0030054]; presynaptic active zone [GO:0048786]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; vesicle [GO:0031982]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cytoskeletal matrix organization at active zone [GO:0048789]; exocytosis [GO:0006887]; maintenance of presynaptic active zone structure [GO:0048790]; neurotransmitter secretion [GO:0007269]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; regulation of synaptic vesicle fusion to presynaptic active zone membrane [GO:0031630]; vesicle-mediated transport [GO:0016192]	GO:0003924; GO:0005525; GO:0006887; GO:0007269; GO:0008021; GO:0015031; GO:0016192; GO:0030054; GO:0031630; GO:0031982; GO:0032482; GO:0045202; GO:0048172; GO:0048786; GO:0048789; GO:0048790	CGI_10021960	scaffold1108	114173	114175	-100	mRNA	111668	118247
P27600	CGI_10020412	1e-162	GNA12_MOUSE	reviewed	Guanine nucleotide-binding protein subunit alpha-12 (G alpha-12) (G-protein subunit alpha-12)	Gna12 Gna-12	Mus musculus (Mouse)	379	adenylate cyclase-modulating G-protein coupled receptor signaling pathway [GO:0007188]; cell differentiation [GO:0030154]; embryonic digit morphogenesis [GO:0042733]; G-protein coupled receptor signaling pathway [GO:0007186]; intracellular signal transduction [GO:0035556]; in utero embryonic development [GO:0001701]; regulation of cell shape [GO:0008360]; regulation of fibroblast migration [GO:0010762]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; regulation of TOR signaling [GO:0032006]; response to drug [GO:0042493]; Rho protein signal transduction [GO:0007266]	brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; heterotrimeric G-protein complex [GO:0005834]; lateral plasma membrane [GO:0016328]	D5 dopamine receptor binding [GO:0031752]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; signal transducer activity [GO:0004871]	brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; heterotrimeric G-protein complex [GO:0005834]; lateral plasma membrane [GO:0016328]; D5 dopamine receptor binding [GO:0031752]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; signal transducer activity [GO:0004871]; adenylate cyclase-modulating G-protein coupled receptor signaling pathway [GO:0007188]; cell differentiation [GO:0030154]; embryonic digit morphogenesis [GO:0042733]; G-protein coupled receptor signaling pathway [GO:0007186]; in utero embryonic development [GO:0001701]; intracellular signal transduction [GO:0035556]; regulation of cell shape [GO:0008360]; regulation of fibroblast migration [GO:0010762]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; regulation of TOR signaling [GO:0032006]; response to drug [GO:0042493]; Rho protein signal transduction [GO:0007266]	GO:0001701; GO:0003924; GO:0004871; GO:0005525; GO:0005737; GO:0005834; GO:0005925; GO:0007186; GO:0007188; GO:0007266; GO:0008360; GO:0010762; GO:0016328; GO:0030154; GO:0031526; GO:0031683; GO:0031752; GO:0032006; GO:0032434; GO:0035556; GO:0042493; GO:0042733; GO:0046872	CGI_10020412	scaffold315	221767	221769	-100	mRNA	218884	229530
P28271	CGI_10001851	0.0	ACOC_MOUSE	reviewed	Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)	Aco1 Ireb1 Irebp	Mus musculus (Mouse)	889	cellular iron ion homeostasis [GO:0006879]; citrate metabolic process [GO:0006101]; intestinal absorption [GO:0050892]; post-embryonic development [GO:0009791]; regulation of gene expression [GO:0010468]; regulation of translation [GO:0006417]; response to iron(II) ion [GO:0010040]; tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]	3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; iron-responsive element binding [GO:0030350]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; iron-responsive element binding [GO:0030350]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; cellular iron ion homeostasis [GO:0006879]; citrate metabolic process [GO:0006101]; intestinal absorption [GO:0050892]; post-embryonic development [GO:0009791]; regulation of gene expression [GO:0010468]; regulation of translation [GO:0006417]; response to iron(II) ion [GO:0010040]; tricarboxylic acid cycle [GO:0006099]	GO:0003723; GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0046872; GO:0050892; GO:0051538; GO:0051539; GO:0070062	CGI_10001851	scaffold36314	20827	20829	100	mRNA	7919	28252
P34056	CGI_10019880	3e-92	AP2A_MOUSE	reviewed	Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)	Tfap2a Ap2tf Tcfap2a	Mus musculus (Mouse)	437	anterior neuropore closure [GO:0021506]; basement membrane organization [GO:0071711]; bone morphogenesis [GO:0060349]; cellular response to iron ion [GO:0071281]; cornea development in camera-type eye [GO:0061303]; embryonic body morphogenesis [GO:0010172]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic pattern specification [GO:0009880]; epidermis morphogenesis [GO:0048730]; eyelid development in camera-type eye [GO:0061029]; face morphogenesis [GO:0060325]; forebrain neuron development [GO:0021884]; forelimb morphogenesis [GO:0035136]; inner ear morphogenesis [GO:0042472]; keratinocyte development [GO:0003334]; kidney development [GO:0001822]; lens induction in camera-type eye [GO:0060235]; lens morphogenesis in camera-type eye [GO:0002089]; metanephric nephron development [GO:0072210]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; nervous system development [GO:0007399]; neural crest cell development [GO:0014032]; neural tube closure [GO:0001843]; oculomotor nerve formation [GO:0021623]; optic cup structural organization [GO:0003409]; optic vesicle morphogenesis [GO:0003404]; outflow tract morphogenesis [GO:0003151]; palate development [GO:0060021]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tooth mineralization [GO:0070172]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of cell differentiation [GO:0045595]; regulation of neuron differentiation [GO:0045664]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; skeletal system morphogenesis [GO:0048705]; skin development [GO:0043588]; sympathetic nervous system development [GO:0048485]; trigeminal nerve development [GO:0021559]	centrosome [GO:0005813]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]	chromatin binding [GO:0003682]; core promoter proximal region sequence-specific DNA binding [GO:0000987]; protein dimerization activity [GO:0046983]; RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription coactivator activity [GO:0001105]; RNA polymerase II transcription corepressor activity [GO:0001106]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001228]; transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001078]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	centrosome [GO:0005813]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; chromatin binding [GO:0003682]; core promoter proximal region sequence-specific DNA binding [GO:0000987]; protein dimerization activity [GO:0046983]; RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription coactivator activity [GO:0001105]; RNA polymerase II transcription corepressor activity [GO:0001106]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001228]; transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001078]; anterior neuropore closure [GO:0021506]; basement membrane organization [GO:0071711]; bone morphogenesis [GO:0060349]; cellular response to iron ion [GO:0071281]; cornea development in camera-type eye [GO:0061303]; embryonic body morphogenesis [GO:0010172]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic pattern specification [GO:0009880]; epidermis morphogenesis [GO:0048730]; eyelid development in camera-type eye [GO:0061029]; face morphogenesis [GO:0060325]; forebrain neuron development [GO:0021884]; forelimb morphogenesis [GO:0035136]; inner ear morphogenesis [GO:0042472]; keratinocyte development [GO:0003334]; kidney development [GO:0001822]; lens induction in camera-type eye [GO:0060235]; lens morphogenesis in camera-type eye [GO:0002089]; metanephric nephron development [GO:0072210]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; nervous system development [GO:0007399]; neural crest cell development [GO:0014032]; neural tube closure [GO:0001843]; oculomotor nerve formation [GO:0021623]; optic cup structural organization [GO:0003409]; optic vesicle morphogenesis [GO:0003404]; outflow tract morphogenesis [GO:0003151]; palate development [GO:0060021]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tooth mineralization [GO:0070172]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cell differentiation [GO:0045595]; regulation of neuron differentiation [GO:0045664]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; skeletal system morphogenesis [GO:0048705]; skin development [GO:0043588]; sympathetic nervous system development [GO:0048485]; trigeminal nerve development [GO:0021559]	GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000979; GO:0000980; GO:0000981; GO:0000982; GO:0000987; GO:0001077; GO:0001078; GO:0001105; GO:0001106; GO:0001228; GO:0001822; GO:0001843; GO:0002089; GO:0003151; GO:0003334; GO:0003404; GO:0003409; GO:0003682; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0005813; GO:0005829; GO:0006355; GO:0006357; GO:0007399; GO:0007423; GO:0007605; GO:0008285; GO:0009880; GO:0010172; GO:0010628; GO:0010944; GO:0014032; GO:0021506; GO:0021559; GO:0021623; GO:0021884; GO:0030335; GO:0030501; GO:0035115; GO:0035136; GO:0042059; GO:0042472; GO:0043066; GO:0043231; GO:0043524; GO:0043525; GO:0043565; GO:0043588; GO:0044212; GO:0045595; GO:0045664; GO:0045892; GO:0045893; GO:0045944; GO:0046983; GO:0048485; GO:0048596; GO:0048701; GO:0048705; GO:0048730; GO:0060021; GO:0060235; GO:0060325; GO:0060349; GO:0061029; GO:0061303; GO:0070172; GO:0071281; GO:0071711; GO:0072210; GO:2000378	CGI_10019880	scaffold1512	594692	594694	-100	mRNA	584068	595193
P35285	CGI_10020438	5e-65	RB22A_MOUSE	reviewed	Ras-related protein Rab-22A (Rab-22) (Rab-14)	Rab22a Rab22	Mus musculus (Mouse)	194	endocytosis [GO:0006897]; endosome organization [GO:0007032]; protein transport [GO:0015031]; regulation of vesicle size [GO:0097494]	actin cytoskeleton [GO:0015629]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; ruffle [GO:0001726]	GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]	actin cytoskeleton [GO:0015629]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; endocytosis [GO:0006897]; endosome organization [GO:0007032]; protein transport [GO:0015031]; regulation of vesicle size [GO:0097494]	GO:0001726; GO:0003924; GO:0005525; GO:0005769; GO:0005770; GO:0005886; GO:0006897; GO:0007032; GO:0010008; GO:0015031; GO:0015629; GO:0019003; GO:0030670; GO:0045335; GO:0070062; GO:0097494	CGI_10020438	scaffold315	585285	585287	-100	mRNA	582084	585519
P35398	CGI_10007708	2e-29	RORA_HUMAN	reviewed	Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha)	RORA NR1F1 RZRA	Homo sapiens (Human)	523	angiogenesis [GO:0001525]; cellular response to hypoxia [GO:0071456]; cellular response to interleukin-1 [GO:0071347]; cellular response to sterol [GO:0036315]; cellular response to tumor necrosis factor [GO:0071356]; cerebellar granule cell precursor proliferation [GO:0021930]; cerebellar Purkinje cell differentiation [GO:0021702]; cGMP metabolic process [GO:0046068]; circadian regulation of gene expression [GO:0032922]; intracellular receptor signaling pathway [GO:0030522]; muscle cell differentiation [GO:0042692]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of circadian rhythm [GO:0042753]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of vascular endothelial growth factor production [GO:0010575]; regulation of cholesterol homeostasis [GO:2000188]; regulation of glucose metabolic process [GO:0010906]; regulation of macrophage activation [GO:0043030]; regulation of smoothened signaling pathway [GO:0008589]; regulation of steroid metabolic process [GO:0019218]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription involved in cell fate commitment [GO:0060850]; T-helper 17 cell differentiation [GO:0072539]; transcription initiation from RNA polymerase II promoter [GO:0006367]; triglyceride homeostasis [GO:0070328]; xenobiotic metabolic process [GO:0006805]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]	beta-catenin binding [GO:0008013]; core promoter sequence-specific DNA binding [GO:0001046]; DNA binding [GO:0003677]; oxysterol binding [GO:0008142]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding [GO:0004879]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription coactivator binding [GO:0001223]; transcription corepressor binding [GO:0001222]; transcription factor activity, direct ligand regulated sequence-specific DNA binding [GO:0098531]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; beta-catenin binding [GO:0008013]; core promoter sequence-specific DNA binding [GO:0001046]; DNA binding [GO:0003677]; oxysterol binding [GO:0008142]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding [GO:0004879]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription coactivator binding [GO:0001223]; transcription corepressor binding [GO:0001222]; transcription factor activity, direct ligand regulated sequence-specific DNA binding [GO:0098531]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]; angiogenesis [GO:0001525]; cellular response to hypoxia [GO:0071456]; cellular response to interleukin-1 [GO:0071347]; cellular response to sterol [GO:0036315]; cellular response to tumor necrosis factor [GO:0071356]; cerebellar granule cell precursor proliferation [GO:0021930]; cerebellar Purkinje cell differentiation [GO:0021702]; cGMP metabolic process [GO:0046068]; circadian regulation of gene expression [GO:0032922]; intracellular receptor signaling pathway [GO:0030522]; muscle cell differentiation [GO:0042692]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of circadian rhythm [GO:0042753]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of vascular endothelial growth factor production [GO:0010575]; regulation of cholesterol homeostasis [GO:2000188]; regulation of glucose metabolic process [GO:0010906]; regulation of macrophage activation [GO:0043030]; regulation of smoothened signaling pathway [GO:0008589]; regulation of steroid metabolic process [GO:0019218]; regulation of transcription involved in cell fate commitment [GO:0060850]; regulation of transcription, DNA-templated [GO:0006355]; T-helper 17 cell differentiation [GO:0072539]; transcription initiation from RNA polymerase II promoter [GO:0006367]; triglyceride homeostasis [GO:0070328]; xenobiotic metabolic process [GO:0006805]	GO:0000977; GO:0001046; GO:0001222; GO:0001223; GO:0001525; GO:0003677; GO:0003700; GO:0003707; GO:0004879; GO:0005634; GO:0005654; GO:0006355; GO:0006367; GO:0006805; GO:0006809; GO:0008013; GO:0008134; GO:0008142; GO:0008270; GO:0008589; GO:0010575; GO:0010906; GO:0019218; GO:0021702; GO:0021930; GO:0030522; GO:0032922; GO:0036315; GO:0042692; GO:0042753; GO:0043030; GO:0043124; GO:0043565; GO:0045599; GO:0045893; GO:0045944; GO:0046068; GO:0050728; GO:0060850; GO:0070328; GO:0071347; GO:0071356; GO:0071456; GO:0072539; GO:0098531; GO:2000188	CGI_10007708	scaffold42776	63696	63698	100	mRNA	61897	67332
P35626	CGI_10010914	0.0	ARBK2_HUMAN	reviewed	Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3)	GRK3 ADRBK2 BARK2	Homo sapiens (Human)	688	receptor internalization [GO:0031623]; signal transduction [GO:0007165]	cytosol [GO:0005829]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; beta-adrenergic receptor kinase activity [GO:0047696]; G-protein coupled receptor kinase activity [GO:0004703]; protein kinase activity [GO:0004672]	cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; beta-adrenergic receptor kinase activity [GO:0047696]; G-protein coupled receptor kinase activity [GO:0004703]; protein kinase activity [GO:0004672]; receptor internalization [GO:0031623]; signal transduction [GO:0007165]	GO:0004672; GO:0004703; GO:0005524; GO:0005829; GO:0005886; GO:0007165; GO:0031623; GO:0047696	CGI_10010914	scaffold1288	104654	104656	100	mRNA	77588	105488
P38942	CGI_10010890	3e-109	CAT2_CLOK5	reviewed	4-hydroxybutyrate coenzyme A transferase (EC 2.8.3.-)	cat2 CKL_3018	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	429	acetyl-CoA metabolic process [GO:0006084]		transferase activity [GO:0016740]	transferase activity [GO:0016740]; acetyl-CoA metabolic process [GO:0006084]	GO:0006084; GO:0016740	CGI_10010890	scaffold793	32208	32210	-100	mRNA	28215	33981
