P26258	CGI_10010033	GO:0030246
P26270	CGI_10009677	GO:0000502; GO:0005838; GO:0008541; GO:0030425; GO:0043161
P26305	CGI_10003656	GO:0005576; GO:0030246
P26433	CGI_10004684	GO:0002028; GO:0005886; GO:0005903; GO:0006814; GO:0006885; GO:0006898; GO:0007623; GO:0015385; GO:0015386; GO:0016021; GO:0016324; GO:0030165; GO:0031526; GO:0051384; GO:0051453; GO:0071805; GO:0098719
P26439	CGI_10016334	GO:0003854; GO:0004769; GO:0005743; GO:0005758; GO:0005783; GO:0005789; GO:0006694; GO:0006702; GO:0006704; GO:0006705; GO:0016021; GO:0030868; GO:0031966
P26446	CGI_10021822	GO:0003677; GO:0003910; GO:0003950; GO:0005634; GO:0005737; GO:0006273; GO:0008270; GO:0018312; GO:0051103; GO:0051287; GO:0070212; GO:1990404; GO:1990966
P26446	CGI_10027569	GO:0003677; GO:0003910; GO:0003950; GO:0005634; GO:0005737; GO:0006273; GO:0008270; GO:0018312; GO:0051103; GO:0051287; GO:0070212; GO:1990404; GO:1990966
P26496	CGI_10001685	GO:0016746; GO:0042619; GO:0042621
P26591	CGI_10000488	GO:0004970; GO:0005234; GO:0016021; GO:0030054; GO:0045211
P26591	CGI_10005695	GO:0004970; GO:0005234; GO:0016021; GO:0030054; GO:0045211
P26591	CGI_10013610	GO:0004970; GO:0005234; GO:0016021; GO:0030054; GO:0045211
P26591	CGI_10025072	GO:0004970; GO:0005234; GO:0016021; GO:0030054; GO:0045211
P26640	CGI_10005888	GO:0002161; GO:0004832; GO:0005524; GO:0005739; GO:0005829; GO:0006418; GO:0006438
P26652	CGI_10000389	GO:0002020; GO:0005578; GO:0005604; GO:0005615; GO:0005634; GO:0008191; GO:0010033; GO:0043086; GO:0046872; GO:0051045; GO:0070062; GO:0070373; GO:0071310; GO:1903984; GO:1904684
P26652	CGI_10020628	GO:0002020; GO:0005578; GO:0005604; GO:0005615; GO:0005634; GO:0008191; GO:0010033; GO:0043086; GO:0046872; GO:0051045; GO:0070062; GO:0070373; GO:0071310; GO:1903984; GO:1904684
P26652	CGI_10020629	GO:0002020; GO:0005578; GO:0005604; GO:0005615; GO:0005634; GO:0008191; GO:0010033; GO:0043086; GO:0046872; GO:0051045; GO:0070062; GO:0070373; GO:0071310; GO:1903984; GO:1904684
P26670	CGI_10024264	GO:0003854; GO:0004769; GO:0006694; GO:0030683
P26697	CGI_10021543	GO:0004364; GO:0005737; GO:0006749
P26697	CGI_10021544	GO:0004364; GO:0005737; GO:0006749
P26714	CGI_10013184	GO:0004890; GO:0005230; GO:0005254; GO:0030054; GO:0034707; GO:0045211
P26927	CGI_10002401	GO:0004252; GO:0005576; GO:0005615; GO:0030971; GO:0045721; GO:0048012; GO:0070062; GO:2000479
P27046	CGI_10001229	GO:0000139; GO:0001701; GO:0001889; GO:0004559; GO:0004572; GO:0005615; GO:0005794; GO:0005801; GO:0006013; GO:0006486; GO:0006491; GO:0006517; GO:0007005; GO:0007033; GO:0007585; GO:0015923; GO:0016020; GO:0016021; GO:0016787; GO:0016799; GO:0030246; GO:0046872; GO:0048286; GO:0050769; GO:0060042; GO:0070062
P27046	CGI_10015488	GO:0000139; GO:0001701; GO:0001889; GO:0004559; GO:0004572; GO:0005615; GO:0005794; GO:0005801; GO:0006013; GO:0006486; GO:0006491; GO:0006517; GO:0007005; GO:0007033; GO:0007585; GO:0015923; GO:0016020; GO:0016021; GO:0016787; GO:0016799; GO:0030246; GO:0046872; GO:0048286; GO:0050769; GO:0060042; GO:0070062
P27046	CGI_10019664	GO:0000139; GO:0001701; GO:0001889; GO:0004559; GO:0004572; GO:0005615; GO:0005794; GO:0005801; GO:0006013; GO:0006486; GO:0006491; GO:0006517; GO:0007005; GO:0007033; GO:0007585; GO:0015923; GO:0016020; GO:0016021; GO:0016787; GO:0016799; GO:0030246; GO:0046872; GO:0048286; GO:0050769; GO:0060042; GO:0070062
P27048	CGI_10004413	GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005682; GO:0005683; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005697; GO:0005737; GO:0005829; GO:0006479; GO:0030620; GO:0034709; GO:0034719; GO:0046540; GO:0070034; GO:0070062; GO:0071004; GO:0071013; GO:0071204; GO:0071208
P27048	CGI_10017925	GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005682; GO:0005683; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005697; GO:0005737; GO:0005829; GO:0006479; GO:0030620; GO:0034709; GO:0034719; GO:0046540; GO:0070034; GO:0070062; GO:0071004; GO:0071013; GO:0071204; GO:0071208
P27076	CGI_10015046	GO:0003735; GO:0005840; GO:0006412; GO:0046677; GO:0046898
P27080	CGI_10025401	GO:0005215; GO:0005743; GO:0016021; GO:0055085
P27085	CGI_10007986	GO:0003735; GO:0005840; GO:0006412
P27089	CGI_10011724	GO:0000110; GO:0000715; GO:0003684; GO:0005654; GO:0006281; GO:0006284; GO:0033683; GO:0046872; GO:0070914; GO:1901255
P27115	CGI_10007726	GO:0000139; GO:0003827; GO:0005797; GO:0006013; GO:0006487; GO:0016021; GO:0016262; GO:0046872
P27169	CGI_10014696	GO:0004063; GO:0004064; GO:0005509; GO:0005543; GO:0005576; GO:0005615; GO:0008203; GO:0009605; GO:0009636; GO:0010875; GO:0019372; GO:0019439; GO:0031667; GO:0032411; GO:0034364; GO:0034366; GO:0042803; GO:0043231; GO:0046395; GO:0046434; GO:0046470; GO:0051099; GO:0070062; GO:0070542; GO:0072562; GO:0102007; GO:1902617
P27169	CGI_10022343	GO:0004063; GO:0004064; GO:0005509; GO:0005543; GO:0005576; GO:0005615; GO:0008203; GO:0009605; GO:0009636; GO:0010875; GO:0019372; GO:0019439; GO:0031667; GO:0032411; GO:0034364; GO:0034366; GO:0042803; GO:0043231; GO:0046395; GO:0046434; GO:0046470; GO:0051099; GO:0070062; GO:0070542; GO:0072562; GO:0102007; GO:1902617
P27214	CGI_10009816	GO:0005509; GO:0005544; GO:0005635; GO:0005654; GO:0005819; GO:0030496; GO:0032506; GO:0042470; GO:0044548
P27365	CGI_10008476	GO:0003854; GO:0004769; GO:0005789; GO:0006694; GO:0016021; GO:0031966
P27426	CGI_10011565	GO:0003677; GO:0006351; GO:0006355; GO:0008270; GO:0016021; GO:0016567; GO:0016740
P27446	CGI_10002921	GO:0004715; GO:0005524; GO:0007275; GO:0046872
P27447	CGI_10008929	GO:0004715; GO:0005524
P27465	CGI_10004397	GO:0004609; GO:0005743; GO:0008654; GO:0016021
P27473	CGI_10011183	GO:0005737
P27482	CGI_10015782	GO:0005509; GO:0070062
P27485	CGI_10007515	GO:0005215; GO:0005615; GO:0016918; GO:0019841
P27512	CGI_10002984	GO:0001934; GO:0002768; GO:0003823; GO:0005031; GO:0005615; GO:0005737; GO:0005886; GO:0006874; GO:0006954; GO:0009897; GO:0009986; GO:0019899; GO:0019904; GO:0030890; GO:0031625; GO:0032496; GO:0032735; GO:0033590; GO:0034341; GO:0035631; GO:0036018; GO:0042113; GO:0042531; GO:0042832; GO:0042981; GO:0043025; GO:0043123; GO:0043196; GO:0043231; GO:0043406; GO:0043491; GO:0043547; GO:0045944; GO:0048304; GO:0050776; GO:0051023; GO:0051092; GO:0051607; GO:0070062; GO:0071222; GO:0071260; GO:0071347; GO:0090037; GO:0097190; GO:1901652; GO:2000353
P27600	CGI_10020412	GO:0001701; GO:0003924; GO:0004871; GO:0005525; GO:0005737; GO:0005834; GO:0005925; GO:0007186; GO:0007188; GO:0007266; GO:0008360; GO:0010762; GO:0016328; GO:0030154; GO:0031526; GO:0031683; GO:0031752; GO:0032006; GO:0032434; GO:0035556; GO:0042493; GO:0042733; GO:0046872
P27641	CGI_10024074	GO:0000723; GO:0000784; GO:0003684; GO:0003691; GO:0003723; GO:0004003; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005886; GO:0006302; GO:0006303; GO:0006310; GO:0006351; GO:0007420; GO:0008022; GO:0008283; GO:0016020; GO:0031625; GO:0032212; GO:0032993; GO:0042162; GO:0042493; GO:0043234; GO:0043564; GO:0044212; GO:0044877; GO:0045860; GO:0045892; GO:0048660; GO:0050769; GO:0051575; GO:0060218; GO:0070419; GO:0071398; GO:0071475; GO:0071480; GO:0071481; GO:1904430
P27657	CGI_10023931	GO:0004806; GO:0005615; GO:0006629; GO:0009791; GO:0016042; GO:0016298; GO:0033993; GO:0043434; GO:0046872
P27674	CGI_10014361	GO:0001939; GO:0005355; GO:0005829; GO:0005887; GO:0006461; GO:0015758; GO:0016323; GO:0016324; GO:0030496; GO:0030864; GO:0033300; GO:0042149; GO:0042470; GO:0042802; GO:0043621; GO:0045121; GO:0046323; GO:0055056; GO:0070062; GO:0072562
P27674	CGI_10027842	GO:0001939; GO:0005355; GO:0005829; GO:0005887; GO:0006461; GO:0015758; GO:0016323; GO:0016324; GO:0030496; GO:0030864; GO:0033300; GO:0042149; GO:0042470; GO:0042802; GO:0043621; GO:0045121; GO:0046323; GO:0055056; GO:0070062; GO:0072562
P27694	CGI_10016097	GO:0000082; GO:0000722; GO:0000723; GO:0000724; GO:0000784; GO:0003684; GO:0003697; GO:0005634; GO:0005654; GO:0005662; GO:0006260; GO:0006261; GO:0006281; GO:0006283; GO:0006284; GO:0006289; GO:0006293; GO:0006294; GO:0006295; GO:0006296; GO:0006297; GO:0006298; GO:0006310; GO:0016605; GO:0019985; GO:0033683; GO:0034502; GO:0036297; GO:0042276; GO:0042769; GO:0046872; GO:0070987; GO:0098505; GO:1900034; GO:1901796
P27697	CGI_10001142	GO:0004672; GO:0005524; GO:0005739; GO:0005759; GO:0006744; GO:0008289; GO:0016301; GO:0016310; GO:0016887; GO:0031314; GO:0046777; GO:1901006
P27987	CGI_10014079	GO:0000165; GO:0001932; GO:0002262; GO:0005516; GO:0005524; GO:0005634; GO:0005829; GO:0007165; GO:0007166; GO:0008440; GO:0016020; GO:0032957; GO:0033030; GO:0035726; GO:0043647; GO:0045059; GO:0045638; GO:0046579; GO:0046638; GO:0071277
P28020	CGI_10009680	GO:0004674; GO:0005524; GO:0005634; GO:0016055
P28024	CGI_10014715	GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603
P28166	CGI_10007234	GO:0000122; GO:0000977; GO:0003677; GO:0003705; GO:0005634; GO:0007280; GO:0007399; GO:0007498; GO:0007507; GO:0007516; GO:0008045; GO:0008354; GO:0008406; GO:0019730; GO:0046872; GO:0048103; GO:0048542; GO:0061321
P28175	CGI_10004670	GO:0004252; GO:0005576; GO:0007155; GO:0030246; GO:0042381
P28192	CGI_10022110	GO:0004725; GO:0016021
P28203	CGI_10013572	GO:0004725
P28222	CGI_10002777	GO:0002031; GO:0004993; GO:0005737; GO:0005886; GO:0005887; GO:0007187; GO:0007198; GO:0007205; GO:0007268; GO:0008144; GO:0014059; GO:0014063; GO:0030594; GO:0030818; GO:0032229; GO:0035690; GO:0042220; GO:0042310; GO:0042756; GO:0045471; GO:0046849; GO:0050795; GO:0051378; GO:0051385; GO:0051967; GO:0071312; GO:0071502; GO:1904707
P28249	CGI_10001957	GO:0005886; GO:0042597; GO:0090313
P28271	CGI_10001851	GO:0003723; GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0046872; GO:0050892; GO:0051538; GO:0051539; GO:0070062
P28331	CGI_10021398	GO:0005739; GO:0005747; GO:0005758; GO:0005759; GO:0006120; GO:0008137; GO:0008637; GO:0009055; GO:0032981; GO:0043209; GO:0045333; GO:0046034; GO:0046872; GO:0051536; GO:0051537; GO:0051539; GO:0051881; GO:0072593
P28336	CGI_10025172	GO:0004946; GO:0005829; GO:0005886; GO:0005887; GO:0007186; GO:0007200
P28340	CGI_10007383	GO:0000109; GO:0000166; GO:0000722; GO:0000723; GO:0000731; GO:0003677; GO:0003682; GO:0003684; GO:0003887; GO:0005634; GO:0005654; GO:0005829; GO:0006260; GO:0006266; GO:0006281; GO:0006283; GO:0006287; GO:0006296; GO:0006297; GO:0006298; GO:0008296; GO:0009411; GO:0016020; GO:0016235; GO:0019985; GO:0033683; GO:0034644; GO:0042769; GO:0043625; GO:0045004; GO:0046872; GO:0051539; GO:0055089
P28345	CGI_10027264	GO:0004474; GO:0005782; GO:0006097; GO:0006099; GO:0009514
P28562	CGI_10028329	GO:0000188; GO:0001706; GO:0004726; GO:0005634; GO:0005737; GO:0006979; GO:0008330; GO:0009416; GO:0017017; GO:0019838; GO:0032355; GO:0032526; GO:0032870; GO:0033574; GO:0035335; GO:0035556; GO:0035970; GO:0042542; GO:0042981; GO:0043065; GO:0043066; GO:0043407; GO:0043409; GO:0051384; GO:0051447; GO:0051591; GO:0051592; GO:0070373; GO:0071850; GO:0090266; GO:2000279
P28582	CGI_10007412	GO:0004674; GO:0005509; GO:0005524; GO:0016020
P28606	CGI_10022459	GO:0016787
P28651	CGI_10004698	GO:0004089; GO:0005737; GO:0006730; GO:0008270; GO:0048015
P28660	CGI_10017534	GO:0001701; GO:0001726; GO:0001756; GO:0001843; GO:0005925; GO:0007354; GO:0007492; GO:0008078; GO:0010172; GO:0010592; GO:0016021; GO:0016601; GO:0030027; GO:0030032; GO:0030838; GO:0030903; GO:0030950; GO:0031209; GO:0031258; GO:0031941; GO:0032403; GO:0032880; GO:0035050; GO:0042074; GO:0045175; GO:0045176; GO:0048339; GO:0048340; GO:0048570; GO:0048617; GO:0050821; GO:0070062; GO:2000601
P28668	CGI_10017186	GO:0003723; GO:0004818; GO:0004827; GO:0005524; GO:0005737; GO:0006424; GO:0006433; GO:0017101
P28741	CGI_10003598	GO:0001701; GO:0001822; GO:0001947; GO:0003777; GO:0005524; GO:0005813; GO:0005814; GO:0005829; GO:0005874; GO:0005929; GO:0005930; GO:0007018; GO:0007224; GO:0007368; GO:0007507; GO:0008017; GO:0008544; GO:0009952; GO:0009953; GO:0010457; GO:0015630; GO:0016887; GO:0016939; GO:0017137; GO:0019894; GO:0021542; GO:0021904; GO:0021915; GO:0030507; GO:0031514; GO:0032391; GO:0032403; GO:0034454; GO:0036334; GO:0043005; GO:0043025; GO:0044458; GO:0048260; GO:0050679; GO:0060122; GO:0060271; GO:0061024; GO:0061351; GO:0070062; GO:0097470; GO:1904115; GO:1905128; GO:1905515; GO:2000771
P28799	CGI_10005248	GO:0003723; GO:0005125; GO:0005576; GO:0005615; GO:0005764; GO:0005768; GO:0005783; GO:0007165; GO:0008083; GO:0035578; GO:0043312; GO:0070062
P28818	CGI_10019637	GO:0001975; GO:0005089; GO:0005096; GO:0005737; GO:0005829; GO:0007264; GO:0008022; GO:0016323; GO:0016327; GO:0017016; GO:0019901; GO:0030426; GO:0030971; GO:0031175; GO:0032869; GO:0035020; GO:0035023; GO:0043025; GO:0043547; GO:0046578; GO:0046579; GO:0048146; GO:0048167; GO:0071236; GO:0090630; GO:0097440
P28824	CGI_10003833	GO:0001525; GO:0005021; GO:0007411; GO:0008201; GO:0009887; GO:0016021; GO:0017154; GO:0019838; GO:0035767; GO:0046872; GO:0048010
P28827	CGI_10007567	GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005887; GO:0005911; GO:0005913; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042493; GO:0042802; GO:0045296; GO:0048471; GO:0097755
P28827	CGI_10025970	GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005887; GO:0005911; GO:0005913; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042493; GO:0042802; GO:0045296; GO:0048471; GO:0097755
P28828	CGI_10018870	GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005911; GO:0005913; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016021; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042493; GO:0042802; GO:0045296; GO:0048471; GO:0097755
P28828	CGI_10020888	GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005911; GO:0005913; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016021; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042493; GO:0042802; GO:0045296; GO:0048471; GO:0097755
P28828	CGI_10022427	GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005911; GO:0005913; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016021; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042493; GO:0042802; GO:0045296; GO:0048471; GO:0097755
P28828	CGI_10025753	GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005911; GO:0005913; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016021; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042493; GO:0042802; GO:0045296; GO:0048471; GO:0097755
P28840	CGI_10003367	GO:0004175; GO:0004252; GO:0005615; GO:0005791; GO:0005802; GO:0006508; GO:0009749; GO:0010035; GO:0010157; GO:0014070; GO:0016486; GO:0016540; GO:0021983; GO:0022008; GO:0030133; GO:0030141; GO:0030425; GO:0031016; GO:0031667; GO:0032403; GO:0032496; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0043278; GO:0043434; GO:0043559; GO:0043679; GO:0048471; GO:0048678; GO:0050714; GO:0051087; GO:0051384; GO:0051592; GO:0070542; GO:0070555
P29030	CGI_10024466	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061
P29066	CGI_10017760	GO:0000187; GO:0000785; GO:0001664; GO:0001933; GO:0001934; GO:0002031; GO:0002032; GO:0002092; GO:0005096; GO:0005159; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005905; GO:0006366; GO:0006897; GO:0007186; GO:0007188; GO:0007602; GO:0008134; GO:0008277; GO:0014069; GO:0015031; GO:0016323; GO:0016567; GO:0016604; GO:0019233; GO:0030276; GO:0030331; GO:0030817; GO:0030820; GO:0031143; GO:0031397; GO:0031398; GO:0031410; GO:0031434; GO:0031625; GO:0031691; GO:0031692; GO:0031701; GO:0031762; GO:0031896; GO:0032088; GO:0032092; GO:0032715; GO:0032717; GO:0033138; GO:0034260; GO:0034393; GO:0035025; GO:0035612; GO:0035615; GO:0035774; GO:0042493; GO:0042699; GO:0043027; GO:0043149; GO:0043161; GO:0043197; GO:0043280; GO:0044212; GO:0044325; GO:0045211; GO:0045309; GO:0045944; GO:0050975; GO:0051219; GO:0070373; GO:0070374; GO:0090240
P29074	CGI_10025636	GO:0004726; GO:0005737; GO:0005856; GO:0006470; GO:0008092; GO:0009898
P29084	CGI_10025824	GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005669; GO:0005673; GO:0005829; GO:0006355; GO:0006366; GO:0006367; GO:0006368; GO:0016607; GO:0042795
P29144	CGI_10005825	GO:0000209; GO:0004175; GO:0004177; GO:0004252; GO:0005654; GO:0005737; GO:0005829; GO:0006508; GO:0008240; GO:0016604
P29147	CGI_10009966	GO:0001889; GO:0003858; GO:0005543; GO:0005743; GO:0005759; GO:0007420; GO:0007584; GO:0009636; GO:0009725; GO:0032355; GO:0032868; GO:0042493; GO:0042594; GO:0045471; GO:0046686; GO:0051412; GO:0060416; GO:0060612; GO:0099617
P29172	CGI_10015121	GO:0000226; GO:0001764; GO:0003677; GO:0005634; GO:0005829; GO:0005874; GO:0005875; GO:0005886; GO:0005930; GO:0007628; GO:0008017; GO:0008088; GO:0014069; GO:0019901; GO:0030424; GO:0031175; GO:0032387; GO:0043005; GO:0045773; GO:0047497; GO:0048675; GO:0060632; GO:1900034; GO:1905689; GO:2001020
P29190	CGI_10014916	GO:0004613; GO:0005525; GO:0006094; GO:0046872
P29240	CGI_10016310	GO:0000166; GO:0005886; GO:0008253; GO:0009166; GO:0031225; GO:0046872
P29274	CGI_10017950	GO:0001609; GO:0001963; GO:0001975; GO:0005882; GO:0005886; GO:0005887; GO:0006171; GO:0006355; GO:0006469; GO:0006909; GO:0006915; GO:0006954; GO:0006968; GO:0007188; GO:0007205; GO:0007267; GO:0007271; GO:0007417; GO:0007596; GO:0007600; GO:0007626; GO:0008015; GO:0008285; GO:0010579; GO:0012505; GO:0014049; GO:0014057; GO:0014061; GO:0014069; GO:0016020; GO:0019899; GO:0030425; GO:0030673; GO:0031000; GO:0031802; GO:0032230; GO:0035249; GO:0035810; GO:0035815; GO:0040013; GO:0042311; GO:0042493; GO:0042734; GO:0042755; GO:0042802; GO:0043025; GO:0043116; GO:0043154; GO:0043524; GO:0044267; GO:0045211; GO:0045938; GO:0046636; GO:0046982; GO:0048143; GO:0048167; GO:0048786; GO:0048812; GO:0050714; GO:0050728; GO:0051393; GO:0051881; GO:0051899; GO:0051924; GO:0051968; GO:0060079; GO:0060080; GO:0060134; GO:2001235
P29375	CGI_10007771	GO:0000122; GO:0001046; GO:0003677; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0006366; GO:0007283; GO:0008584; GO:0016706; GO:0031490; GO:0032452; GO:0032922; GO:0032993; GO:0034647; GO:0034648; GO:0034720; GO:0045893; GO:0046872; GO:0051090; GO:1901726
P29503	CGI_10005937	GO:0000209; GO:0001964; GO:0002121; GO:0003677; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007219; GO:0007398; GO:0007399; GO:0007419; GO:0007422; GO:0007423; GO:0007476; GO:0007498; GO:0007616; GO:0008104; GO:0008270; GO:0008356; GO:0008593; GO:0016360; GO:0030707; GO:0030718; GO:0031987; GO:0035204; GO:0042048; GO:0045314; GO:0045747; GO:0046331; GO:0046532; GO:0048471; GO:0048749; GO:0048854; GO:0051260; GO:0061630; GO:1901981
P29508	CGI_10011627	GO:0001618; GO:0002020; GO:0004867; GO:0004869; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008284; GO:0010466; GO:0010718; GO:0010950; GO:0010951; GO:0030335; GO:0031410; GO:0031982; GO:0035425; GO:0035578; GO:0038001; GO:0043086; GO:0043312; GO:0043508; GO:0045861; GO:0070062
P29508	CGI_10022647	GO:0001618; GO:0002020; GO:0004867; GO:0004869; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008284; GO:0010466; GO:0010718; GO:0010950; GO:0010951; GO:0030335; GO:0031410; GO:0031982; GO:0035425; GO:0035578; GO:0038001; GO:0043086; GO:0043312; GO:0043508; GO:0045861; GO:0070062
P29508	CGI_10022648	GO:0001618; GO:0002020; GO:0004867; GO:0004869; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0008284; GO:0010466; GO:0010718; GO:0010950; GO:0010951; GO:0030335; GO:0031410; GO:0031982; GO:0035425; GO:0035578; GO:0038001; GO:0043086; GO:0043312; GO:0043508; GO:0045861; GO:0070062
P29590	CGI_10017495	GO:0000784; GO:0000792; GO:0001666; GO:0001932; GO:0002230; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006355; GO:0006461; GO:0006605; GO:0006915; GO:0006919; GO:0006977; GO:0007050; GO:0007179; GO:0007182; GO:0007184; GO:0008270; GO:0008285; GO:0008630; GO:0008631; GO:0009411; GO:0010332; GO:0010522; GO:0010761; GO:0016032; GO:0016363; GO:0016525; GO:0016605; GO:0030099; GO:0030155; GO:0030308; GO:0030578; GO:0031065; GO:0031625; GO:0031901; GO:0031965; GO:0032183; GO:0032206; GO:0032211; GO:0032469; GO:0032922; GO:0032938; GO:0034097; GO:0042406; GO:0042752; GO:0042771; GO:0042803; GO:0043153; GO:0043161; GO:0045087; GO:0045165; GO:0045345; GO:0045892; GO:0045930; GO:0045944; GO:0046332; GO:0046982; GO:0048146; GO:0048384; GO:0050713; GO:0050821; GO:0050897; GO:0051457; GO:0051607; GO:0051974; GO:0060058; GO:0060333; GO:0060444; GO:0070059; GO:0071353; GO:0090398; GO:0097191; GO:1901796; GO:1902187; GO:1904816; GO:2000059; GO:2000779; GO:2001238
P29590	CGI_10017739	GO:0000784; GO:0000792; GO:0001666; GO:0001932; GO:0002230; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006355; GO:0006461; GO:0006605; GO:0006915; GO:0006919; GO:0006977; GO:0007050; GO:0007179; GO:0007182; GO:0007184; GO:0008270; GO:0008285; GO:0008630; GO:0008631; GO:0009411; GO:0010332; GO:0010522; GO:0010761; GO:0016032; GO:0016363; GO:0016525; GO:0016605; GO:0030099; GO:0030155; GO:0030308; GO:0030578; GO:0031065; GO:0031625; GO:0031901; GO:0031965; GO:0032183; GO:0032206; GO:0032211; GO:0032469; GO:0032922; GO:0032938; GO:0034097; GO:0042406; GO:0042752; GO:0042771; GO:0042803; GO:0043153; GO:0043161; GO:0045087; GO:0045165; GO:0045345; GO:0045892; GO:0045930; GO:0045944; GO:0046332; GO:0046982; GO:0048146; GO:0048384; GO:0050713; GO:0050821; GO:0050897; GO:0051457; GO:0051607; GO:0051974; GO:0060058; GO:0060333; GO:0060444; GO:0070059; GO:0071353; GO:0090398; GO:0097191; GO:1901796; GO:1902187; GO:1904816; GO:2000059; GO:2000779; GO:2001238
P29590	CGI_10022744	GO:0000784; GO:0000792; GO:0001666; GO:0001932; GO:0002230; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006355; GO:0006461; GO:0006605; GO:0006915; GO:0006919; GO:0006977; GO:0007050; GO:0007179; GO:0007182; GO:0007184; GO:0008270; GO:0008285; GO:0008630; GO:0008631; GO:0009411; GO:0010332; GO:0010522; GO:0010761; GO:0016032; GO:0016363; GO:0016525; GO:0016605; GO:0030099; GO:0030155; GO:0030308; GO:0030578; GO:0031065; GO:0031625; GO:0031901; GO:0031965; GO:0032183; GO:0032206; GO:0032211; GO:0032469; GO:0032922; GO:0032938; GO:0034097; GO:0042406; GO:0042752; GO:0042771; GO:0042803; GO:0043153; GO:0043161; GO:0045087; GO:0045165; GO:0045345; GO:0045892; GO:0045930; GO:0045944; GO:0046332; GO:0046982; GO:0048146; GO:0048384; GO:0050713; GO:0050821; GO:0050897; GO:0051457; GO:0051607; GO:0051974; GO:0060058; GO:0060333; GO:0060444; GO:0070059; GO:0071353; GO:0090398; GO:0097191; GO:1901796; GO:1902187; GO:1904816; GO:2000059; GO:2000779; GO:2001238
